2017-06-02T14:54:46.019Z,1.49641528601984E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.019Z,1.49641528601991E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.063Z,1.49641528606332E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.063Z,1.49641528606341E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.156Z,1.49641528615605E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.174Z,1.49641528617427E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.183Z,1.49641528618342E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.267Z,1.49641528626718E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.267Z,1.49641528626727E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.267Z,1.49641528626738E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.270Z,1.49641528627043E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.270Z,1.4964152862706E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.274Z,1.49641528627417E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.274Z,1.49641528627428E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.277Z,1.49641528627777E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.277Z,1.49641528627782E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.286Z,1.49641528628603E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.286Z,1.49641528628611E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.290Z,1.49641528629018E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.290Z,1.49641528629053E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.290Z,1.49641528629068E+018,1.1269,1.12693666666667,1.1269,1.12693666666667
2017-06-02T14:54:46.290Z,1.49641528629083E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.291Z,1.49641528629134E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.295Z,1.49641528629522E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.297Z,1.49641528629764E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.297Z,1.49641528629772E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.304Z,1.4964152863042E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.327Z,1.49641528632757E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.327Z,1.49641528632768E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.369Z,1.49641528636931E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.382Z,1.49641528638263E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.382Z,1.49641528638272E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.403Z,1.4964152864033E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.413Z,1.49641528641327E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.413Z,1.49641528641387E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.432Z,1.49641528643238E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.433Z,1.49641528643338E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.472Z,1.49641528647291E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.536Z,1.49641528653672E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.643Z,1.49641528664375E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.643Z,1.49641528664384E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.656Z,1.49641528665687E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.656Z,1.49641528665689E+018,1.12691,1.1269433333,1.12691,1.1269433333
2017-06-02T14:54:46.656Z,1.49641528665695E+018,1.12690666666667,1.1269433333,1.12690666666667,1.1269433333
